Course ID,Tên khóa,Môn,Chương,Folder,Tên bài,Loại video,Video ID,Link tải,Thời lượng,Tài liệu,Ngày cập nhật
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 3: Chữa bài tập tự luận sách HTCPHHC,youtube,https://youtu.be/RzwnNloeh2E,,,FILE VIẾT TAY:https://drive.google.com/file/d/1MG8q9VxvEuqqAAnk5LW3LjsOCc6nN1Qs/view?usp=sharing|ĐỀ:https://www.google.com/url?q=https://drive.google.com/file/d/1EWuNx6UhPdd1pqdA715pVKRNjsppjSPN/view?usp%3Dsharing&sa=D&source=editors&ust=1782125464561893&usg=AOvVaw08-mmjzQGIm84hY_BbxNuM,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 4: Chữa bài tập trắc nghiệm và đúng sai sách HTCPHHC,youtube,https://youtu.be/CUSXkRxqBFM,,,FILE VIẾT TAY:https://drive.google.com/file/d/18qt1iHA23xwUbm-_SrI9KaGPkm7cHtRq/view?usp=sharing|ĐỀ:https://www.google.com/url?q=https://drive.google.com/file/d/1EWuNx6UhPdd1pqdA715pVKRNjsppjSPN/view?,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 5: Các phản ứng quan trọng và biện luận ESTER,youtube,https://youtu.be/-8KZDMQx2Ww,,,FILE VIẾT TAY:https://drive.google.com/file/d/1M6qYhRfUeT_FOT2mZEAzw0qjQcPSLGO8/view?usp=sharing|ĐỀ:https://www.google.com/url?q=https://drive.google.com/file/d/1EWuNx6UhPdd1pqdA715pVKRNjsppjSPN/view?,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 6: Chữa bài tập trả lời ngắn sách HTCPHHC,youtube,https://youtu.be/ezRi0n2dTow,,,FILE VIẾT TAY:https://drive.google.com/file/d/1DGDisHF6efSlTGJFO0_1KAwmM-ODW8AN/view?usp=sharing|ĐỀ:https://www.google.com/url?q=https://drive.google.com/file/d/1EWuNx6UhPdd1pqdA715pVKRNjsppjSPN/view?,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,"Bài giảng 7: Thí nghiệm thủy phân, điều chế ESTER VDC",youtube,https://youtu.be/gs4-HHPQBtE,,,FILE VIẾT TAY:https://drive.google.com/file/d/1VxwiDH1I8bvGkKL4Hhh2w6n9XpxmwFa4/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1dV786tTCw4iCJkHXdSAwIe7ASXYgsfr4/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 8: Bài tập thực tế điều chế ESTER - Phần 1,youtube,https://youtu.be/E-QduT4M1yU,,,FILE VIẾT TAY:https://drive.google.com/file/d/1byex0wgwHLOOHTf55a5yrfl6vbXGLd5V/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1yaiG-jWjrz16gj3x01a0MifvqMky0XE-/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 9: Bài tập thực tế điều chế ESTER - Phần 2 (Nâng cao),youtube,https://youtu.be/eYy4V3rWC8U,,,FILE VIẾT TAY:https://drive.google.com/file/d/1jd8Ju7cjNKD9J1s_OHM97W3j22-pbqjj/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1qASUHr98cv9bi3Ibuxh3kjzF8n92PE5h/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 10: Bài tập thực tế điều chế ESTER - Phần 3 (Nâng cao),youtube,https://youtu.be/APRhceNWejM,,,FILE VIẾT TAY:https://drive.google.com/file/d/1PeYDb_AFCJdZEXiSQKzBzwtpSxFJsrWf/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/18Sz-YMpcMlLY3cuqQRCX7Uzvj8AthW2q/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 11: Bài tập sơ đồ biến hóa liên quan đến ESTER,youtube,https://youtu.be/FohZFockuL8,,,FILE VIẾT TAY:https://drive.google.com/file/d/1oIh44oxbS8scHiDuvEjSilO6qQu935oO/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1gChSkUk0nNNdsfrCrfQJqIlip6UAXgqa/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 12: Lý thuyết LIPID - Chất béo,youtube,https://youtu.be/k91TkfEqI0A,,,FILE VIẾT TAY:https://drive.google.com/file/d/15UYaWM7lpvyRpB6JiOucwxiktfL37C0X/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1sX4yhqcATaSyY2-kvHvGNN_TVyzSweQH/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 13: Chữa bài tập tự luận - Trắc nghiệm Chất béo sách HTCPHHC,youtube,https://youtu.be/_Cvdp48YklU,,,FILE VIẾT TAY:https://drive.google.com/file/d/1ksT0WfWT21pAyZhSy8qBswXJWMESV72-/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1sX4yhqcATaSyY2-kvHvGNN_TVyzSweQH/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 14: Chữa bài tập đúng sai - Trả lời ngắn Chất béo sách HTCPHHC,youtube,https://youtu.be/pbGEUOFOYWU,,,FILE VIẾT TAY:https://drive.google.com/file/d/1W7-u708QiXWQDI_pCJPu62BiATqRxJuF/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1sX4yhqcATaSyY2-kvHvGNN_TVyzSweQH/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 15: Bài tập VDC chỉ số chất béo,youtube,https://youtu.be/rM3FFXRkCsQ,,,FILE VIẾT TAY:https://drive.google.com/file/d/1jiFh78l2ED7cUMbx5fE7uRNpueocg6FR/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/12VVf3SPsTPMp7cufCBoLz5GpmBCavybh/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 16: Lý thuyết Xà phòng - Chất giặt rửa,youtube,https://youtu.be/mGyTf72P1so,,,FILE VIẾT TAY:https://drive.google.com/file/d/1ZeSavoEjjl5gthCzKnLS0FSfrACj378W/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/16doMRBc9WE9TTD5b1hfvIbDyD3o3YgKt/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 17: Chữa bài tập Xà phòng - Chất giặt rửa sách HTCPHHC,youtube,https://youtu.be/XELFsQBixhY,,,FILE VIẾT TAY:https://drive.google.com/file/d/15Zkvhy17hHufVWwDhs-NwCHlaxvB5CqQ/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/16doMRBc9WE9TTD5b1hfvIbDyD3o3YgKt/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 18: Dạng toán Xà phòng hóa sách HTCPHC,youtube,https://youtu.be/79hNOhxRA-Y,,,FILE VIẾT TAY:https://drive.google.com/file/d/1wGLBXRKYzFeeEfsH_lIRCTD2GE2ZOuqw/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1Ia-YQB8w86iLvCNVz_wZ2GA-dv_lwIt5/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 19: Dạng toán điều chế ESTER sách HTCPHC,youtube,https://youtu.be/o7EA8IWQz8I,,,FILE VIẾT TAY:https://drive.google.com/file/d/1J-WfwNn_DDygICee0PxdKWEe49MBYi9o/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1Ia-YQB8w86iLvCNVz_wZ2GA-dv_lwIt5/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 20: 100 Câu hỏi chuyên biệt về ESTER số 02,youtube,https://youtu.be/WXW2qt6Rkb8,,,FILE VIẾT TAY:https://drive.google.com/file/d/1MfqDZ60B1dkXPOm21pD9C7SRVO_NTFrh/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1F5uEEvsHtZO9qDwJs-4wnCUR8whfImZ3/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 21: Điền đáp án nhanh chủ đề ESTER - LIPID,youtube,https://youtu.be/9e8Mz_nwG70,,,FILE VIẾT TAY:https://drive.google.com/file/d/1oywG0D2vupR_TWvkTAVwrbbusS302hyC/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1FNr7fmp6FcdMputKeirVxYqucuU-vzsl/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 22: Đề luyện tập ESTER số 01,youtube,https://youtu.be/sCnnQjUOBpY,,,FILE VIẾT TAY:https://drive.google.com/file/d/156vRZpUPqV2wsuAS4wG1GBdSA-GitvIJ/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1yJLAwYKd2hhOdh6c_GYgQ40z7T8On2SG/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 23: Đề luyện tập ESTER số 02,youtube,https://youtu.be/sCnnQjUOBpY,,,FILE VIẾT TAY:https://drive.google.com/file/d/156vRZpUPqV2wsuAS4wG1GBdSA-GitvIJ/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1x5sI_cTuMckDb8y5pPxri41iowQgII4e/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 24: Đề luyện tập ESTER số 03,youtube,https://youtu.be/ezr0l_5ZDMo,,,FILE VIẾT TAY:https://drive.google.com/file/d/1ZEgYlsPTadRzIrpV48LuIs5L8WW_wJ_5/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1fJxyIe-x0Aa9OVWu5BfccRqliCVQzq4B/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 25: Đề luyện tập ESTER số 04,youtube,https://youtu.be/Vp7crnuLnao,,,FILE VIẾT TAY:https://drive.google.com/file/d/1vA9znMhG6RV4xZbKoLiMs7yUdmzvzFN0/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1dz7MWmXlGaHB-neWO6QgHb2Bd70QbLLW/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 26: 68 Câu lý thuyết chuyên biệt ESTER số 01,youtube,https://youtu.be/dVUX69mZ9o0,,,FILE VIẾT TAY:https://drive.google.com/file/d/1PfNH6cHSfUsuBSL7xH3yWpDwExAjlV0m/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/10P-8rYA5SS1zKJiFLuDC4N6jOV4u-YKz/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 27: 68 Câu lý thuyết chuyên biệt ESTER số 02,youtube,https://youtu.be/ShkOMq0vjrM,,,FILE VIẾT TAY:https://drive.google.com/file/d/1R7X3kULeJVPISPnCMtdK7r4S-XobF_7-/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1YbWIcfTgICJla7MujiDkOpCUbbgp2Oc4/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 28: 68 Câu lý thuyết chuyên biệt ESTER số 03,youtube,https://youtu.be/JNg2YhpOpVo,,,FILE VIẾT TAY:https://drive.google.com/file/d/1ehXO3Xet2ULTzkkyqaV3M5MGUK-rsN-v/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1zXH80Zg5wAcWjCT3Z3t7wgX1jvfNPcHN/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 29: 68 Câu lý thuyết chuyên biệt ESTER số 04,youtube,https://youtu.be/3mKeaxRXNQg,,,FILE VIẾT TAY:https://drive.google.com/file/d/10js9oXn9rat9u86NB69sB-uKUhCaLD0K/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1-aiHd0s_iHYxMCJLB5bJfs2P4EYCq9kC/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 30: Bài tập VDC chỉ số chất béo - Phần 2,youtube,https://youtu.be/HPWesMH5Bc4,,,FILE VIẾT TAY:https://drive.google.com/file/d/1JZYR85fNX-9bgavNNciOPRZdA-yDqEnJ/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1TGMYkmR66vd_Mon8AZx2rjdgADiGQwm1/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 31: 68 Câu đúng sai chủ đề ESTER - Chất béo - Chất giặt rửa,youtube,https://youtu.be/dqLtjU-1rIo,,,FILE VIẾT TAY:https://drive.google.com/file/d/1gtCJZED8q6gk65PPwJCRp8nEeTjngd5y/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1dO5iQQIEQVjrwjmUi9gl2py0STuIocdY/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 32: Tổng ôn kiến thức cơ bản Chương 1,youtube,https://youtu.be/jpeMVolZEGg,,,FILE VIẾT TAY:https://drive.google.com/file/d/1wLMbwsr63LAXgACz-ae94RWlLmbm1qXM/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1etBtOUKuSmk1IYLVNcTzIqBOOPOzjyMn/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 33: Bài tập đúng sai ESTER - Chất béo - Chất giặt rửa - Phần 1,youtube,https://youtu.be/-guMo4XFOxE,,,FILE VIẾT TAY:https://drive.google.com/file/d/1QzQYUhIeOzsivVpVUU9Si_RqcbS3loHQ/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1i_FKZbFv0qR8czcZxbD-nJhdBzfGaw0v/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 34: Bài tập đúng sai ESTER - Chất béo - Chất giặt rửa - Phần 2,youtube,,,,ĐỀ:https://drive.google.com/file/d/1stjXPXAqf2rK91RmRcuvcPDw8Ym3N8bY/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 35: Bài tập đúng sai ESTER - Chất béo - Chất giặt rửa - Phần 3,youtube,,,,ĐỀ:https://drive.google.com/file/d/16nytSuPeNf1iYq2R9KLy8U3-DE6p4u1d/view?usp=sharing,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 1 - ESTER,CHƯƠNG 1 - ESTER,Bài giảng 36: 100 Câu hỏi chuyên biệt về ESTER số 03,youtube,,,,ĐỀ:https://drive.google.com/file/d/1eCSRmeS0T95XsEqJQazHjsHbYIvwgeRP/view?usp=sharing,6/4/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,TÀI LIỆU TỔNG HỢP CHƯƠNG II,drive,,,,TÀI LIỆU TỔNG HỢP CHƯƠNG II:https://www.google.com/url?q=https://drive.google.com/drive/folders/13g2OUt94xKBXwj-l3l1mbpRqix_04mVG&sa=D&source=editors&ust=1782125464621336&usg=AOvVaw0axtQ3aauKtcpa5SP4VxT8q=https://drive.google.com/drive/folders/1mThyfHiaOFuDIvd_ldHTRdwtnx8z3pyb&sa=D&source=editors&ust=1782125464559208&usg=AOvVaw1pQfHBJEYRaZ3Azwh6GD-6,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 1: Lý thuyết GLUCOSE - FRUCTOSE,youtube,https://youtu.be/qkqIr-jAWRY,,,FILE VIẾT TAY:https://drive.google.com/file/d/1tODQ0zM3rJCeSK78YjjCWjbWmuk5nxni/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1tODQ0zM3rJCeSK78YjjCWjbWmuk5nxni/view?usp=sharing,6/4/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 2: Chữa bài tập CĐ1 - GLUCOSE - FRUCTOSE sách HTCPHHC,youtube,https://youtu.be/iXNZpHqdd80,,,FILE VIẾT TAY:https://drive.google.com/file/d/1LS7Vv8bIB1bXY5adU77dvEzm1AnmHhzz/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1HueCbJGfdzhFcdbDjM305xCyoCopEIcJ/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 3: 100 Câu hỏi chuyên biệt về CARBOHYDRATE số 01,youtube,https://youtu.be/Is-2xwudV5g,,,FILE VIẾT TAY:https://drive.google.com/file/d/1QtGryLlAIYKtP42PwktoOGqlP8iaD70w/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1jvRdADvypeVdTS7GEBbx9zEa3HgdUyww/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 4: Lý thuyết SACCHAROSE - MALTOSE,youtube,https://youtu.be/O51SmKbhAQU,,,FILE VIẾT TAY:https://drive.google.com/file/d/1CvfCn6G6xvhqJq6l9TfQPrkSyfRT_ta-/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1CvfCn6G6xvhqJq6l9TfQPrkSyfRT_ta-/view?usp=sharing,
